age,b1,b2,b3,b4,b5,b6,bs1,bs2,bs3,bs4,bs5,bs6,bbs1,bbs2,bbs3,bbs4,bbs5,bbs6
10.0,0.9025069637883009,0.619815668202765,0.6402116402116402,0.7197802197802198,0.7900552486187845,1.1472868217054264,0.6685393258426966,0.5863874345549738,0.6319444444444444,0.6397058823529411,0.64375,1.1057692307692308,0.6510067114093959,0.5638297872340425,0.47058823529411764,0.3894736842105263,0.47297297297297297,1.2093023255813953
10.0,0.8251928020565553,0.6133056133056133,0.751207729468599,0.7380952380952381,0.8516746411483254,1.0264026402640265,0.6363636363636364,0.5242718446601942,0.7222222222222222,0.7837837837837838,0.856353591160221,1.3108108108108107,0.9037433155080213,0.45454545454545453,0.4537037037037037,0.5635593220338984,0.9776785714285714,1.653061224489796
10.0,1.053231939163498,0.6824512534818942,0.6160714285714286,0.684375,0.7484472049689441,1.1024590163934427,1.0263157894736843,0.5864197530864198,0.6466165413533834,0.539568345323741,0.6231884057971014,1.1555555555555554,1.1543624161073827,0.584,0.5892857142857143,0.5972222222222222,0.6527196652719666,1.13125
10.0,1.0658823529411765,0.8917835671342685,0.8308351177730193,0.865934065934066,0.9248826291079812,1.2083333333333333,0.8834355828220859,0.9526627218934911,0.703125,0.8509316770186336,0.8689655172413793,0.8881118881118881,0.921146953405018,0.7608695652173914,0.5888157894736842,0.6853932584269663,0.8237885462555066,1.205
10.0,1.0474452554744527,0.6886543535620053,0.6929347826086957,0.7380952380952381,0.7843137254901961,1.0909090909090908,1.091549295774648,0.6069651741293532,0.6893939393939394,0.6771653543307087,0.6269430051813472,1.15527950310559,1.25503355704698,0.5091743119266054,0.4393939393939394,0.47596153846153844,0.6902654867256637,1.6474820143884892
10.0,1.2873563218390804,0.7123893805309734,0.7107843137254902,0.7626262626262627,0.8622448979591837,1.460431654676259,1.0133333333333334,0.5181818181818182,0.7571428571428571,0.6666666666666666,0.7157894736842105,1.0,0.8311688311688312,0.5495495495495496,0.38317757009345793,0.4298245614035088,0.6063829787234043,1.435483870967742
10.0,1.1072261072261071,0.7149837133550488,0.6792452830188679,0.7315315315315315,0.7531531531531531,1.2105263157894737,1.165137614678899,0.6860986547085202,0.6504854368932039,0.6217616580310881,0.7194570135746606,1.127659574468085,1.186046511627907,0.64375,0.3582089552238806,0.436241610738255,0.7908745247148289,1.7013888888888888
10.0,1.065,0.6210526315789474,0.7172557172557172,0.7050209205020921,0.649155722326454,1.153623188405797,1.1676646706586826,0.46124031007751937,0.5423728813559322,0.6337209302325582,0.5450236966824644,1.2670807453416149,1.2787878787878788,0.4166666666666667,0.42857142857142855,0.45692883895131087,0.45,1.7407407407407407
10.0,0.8619718309859155,0.5591397849462365,0.45727482678983833,0.5265700483091788,0.4841628959276018,1.103942652329749,0.8577981651376146,0.6357142857142857,0.6387096774193548,0.5573770491803278,0.581081081081081,0.8011695906432749,1.4318181818181819,0.50390625,0.36607142857142855,0.3832599118942731,0.4186991869918699,1.4251968503937007
10.0,0.9050772626931567,0.5972222222222222,0.6215686274509804,0.6560636182902585,0.6390977443609023,1.0168539325842696,0.9245283018867925,0.5353535353535354,0.5909090909090909,0.5573770491803278,0.5396039603960396,1.0149253731343284,1.1691176470588236,0.57421875,0.38524590163934425,0.43859649122807015,0.5638766519823789,1.393162393162393
10.0,1.0991735537190082,0.6778309409888357,0.6810506566604128,0.7350597609561753,0.7046728971962617,1.169761273209549,0.8983957219251337,0.49049429657794674,0.6318407960199005,0.696969696969697,0.5291666666666667,0.9408602150537635,1.4177777777777778,0.4634146341463415,0.39072847682119205,0.4707792207792208,0.571917808219178,2.112676056338028
10.0,0.981203007518797,0.6371428571428571,0.6217948717948718,0.6496815286624203,0.5927051671732523,1.0695652173913044,1.118811881188119,0.5759493670886076,0.5080645161290323,0.6194690265486725,0.5448717948717948,1.0198019801980198,1.1794871794871795,0.553072625698324,0.46464646464646464,0.5025641025641026,0.5806451612903226,1.6712328767123288
10.0,0.7476190476190476,0.5870736086175943,0.5947955390334573,0.6007984031936128,0.6673076923076923,1.0052910052910053,0.9181286549707602,0.5,0.5353535353535354,0.6306818181818182,0.4909090909090909,0.7933884297520661,0.8742857142857143,0.6113207547169811,0.4294478527607362,0.46,0.5313531353135313,0.9884393063583815
10.0,1.0,0.669833729216152,0.713527851458886,0.7122905027932961,0.7777777777777778,1.2455357142857142,0.8785046728971962,0.5906040268456376,0.5692307692307692,0.5916666666666667,0.5483870967741935,1.3571428571428572,1.146067415730337,0.5362318840579711,0.42783505154639173,0.4900990099009901,0.5085714285714286,1.3595505617977528
10.0,1.1071428571428572,0.6653225806451613,0.6897321428571429,0.7307692307692307,0.7761194029850746,1.3155893536121672,1.1666666666666667,0.6420454545454546,0.7430167597765364,0.7469135802469136,0.7103448275862069,1.180722891566265,1.3374233128834356,0.6579925650557621,0.5161290322580645,0.4298245614035088,0.5492957746478874,2.430379746835443
10.0,1.0741935483870968,0.6926605504587156,0.6507177033492823,0.6813725490196079,0.6950354609929078,1.1586206896551725,1.0113636363636365,0.5801526717557252,0.6311475409836066,0.7,0.6299212598425197,1.2461538461538462,1.2049180327868851,0.512396694214876,0.39461883408071746,0.49295774647887325,0.6218905472636815,1.6022727272727273
10.0,0.9622641509433962,0.6921397379912664,0.685,0.7376623376623377,0.7938931297709924,1.2677824267782427,0.8352272727272727,0.6130952380952381,0.7317073170731707,0.6554054054054054,0.6011560693641619,1.1290322580645162,1.2074074074074075,0.4608695652173913,0.4230769230769231,0.34841628959276016,0.5572916666666666,1.9375
11.0,1.0888030888030888,0.7704402515723271,0.7256944444444444,0.7301038062283737,0.7811447811447811,1.2531645569620253,0.8773584905660378,0.5961538461538461,0.6847826086956522,0.6138613861386139,0.7446808510638298,0.7816091954022989,0.9836065573770492,0.620253164556962,0.4782608695652174,0.5,0.6301369863013698,1.4731182795698925
