age,u5,b5,u6,b6,ug5,ug6
1.5,0.8156862745098039,0.8509174311926605,0.8300492610837439,0.6666666666666666,,
1.5,0.9326923076923077,0.6934865900383141,1.0557768924302788,0.6637168141592921,,
1.5,0.926056338028169,0.6700680272108843,0.926873857404022,0.5411585365853658,,
1.5,0.9476861167002012,0.7321937321937322,0.8185745140388769,0.5830324909747292,,
1.5,0.8283582089552238,0.6817010309278351,1.1636363636363636,0.5420974889217134,,
1.5,0.8307134220072552,0.6534883720930232,1.0943738656987296,0.5472779369627507,,
1.5,0.9735294117647059,0.6376021798365122,1.168297455968689,0.5925324675324676,,
10.0,1.9283018867924528,0.6464646464646465,0.9725526075022873,0.5363881401617251,,0.5927342256214149
10.0,1.2925170068027212,,1.1824062095730918,,2.0052083333333335,1.1372031662269129
10.0,1.8658536585365855,,1.3585858585858586,,2.0464135021097047,0.7675276752767528
10.0,1.7220149253731343,0.810918774966711,1.0158550396375992,0.7536041939711664,1.734375,0.9840848806366048
10.0,1.4406528189910979,,1.5317460317460319,0.9887133182844243,2.3686131386861313,1.873076923076923
10.0,2.1727642276422765,,1.43796711509716,0.5887230514096186,2.3819742489270386,1.179930795847751
10.0,1.7750611246943766,0.6319148936170212,1.2704626334519573,0.718213058419244,2.7746478873239435,1.511737089201878
10.0,1.5609375,0.5321992709599028,1.2893982808022924,0.740506329113924,1.5,1.019543973941368
10.0,2.0167464114832536,0.4208754208754209,1.4528985507246377,0.5593869731800766,,0.6576271186440678
10.0,2.1210653753026634,0.736517719568567,0.8677595628415301,0.5399515738498789,1.7009345794392523,0.668997668997669
11.0,2.296954314720812,0.9191616766467066,0.8290870488322718,0.8115606936416185,,0.3991228070175439
11.0,1.3213751868460388,0.8183279742765274,0.8860911270983214,0.6729377713458755,,0.8507462686567164
11.0,1.8691358024691358,0.8920863309352518,1.0733229329173166,0.777059773828756,1.9072847682119205,0.9627906976744186
11.0,2.0483091787439616,,0.954140127388535,0.4737609329446064,2.468926553672316,0.9578947368421052
11.0,1.922237380627558,0.49192680301399355,1.1553308823529411,0.5516621743036837,1.9743589743589745,1.2402088772845954
12.0,1.9616,0.7352941176470589,1.1637010676156583,0.75,2.1041666666666665,1.240677966101695
12.0,1.9965156794425087,0.7962466487935657,1.4411764705882353,0.952023988005997,1.8281786941580755,1.6666666666666667
12.0,2.3048780487804876,0.5818431911966988,1.2434108527131782,0.6329787234042553,2.7210884353741496,1.374331550802139
12.0,1.763157894736842,0.9257425742574258,1.0095238095238095,0.9154334038054969,1.85,1.5947712418300655
12.0,1.4688279301745637,0.7996146435452793,1.0422832980972516,0.8720292504570384,1.9037037037037037,1.0410958904109588
12.0,1.5185950413223142,0.7377049180327869,1.1945392491467577,0.7744807121661721,2.3933649289099526,1.2355072463768115
12.0,1.884433962264151,0.3193979933110368,2.1083743842364533,0.5232919254658385,2.8838709677419354,1.5303030303030303
12.0,1.5384615384615385,0.6955684007707129,0.9332191780821918,0.5411985018726592,1.8,1.356020942408377
12.0,1.5800561797752808,0.6474820143884892,0.8648648648648649,0.7761413843888071,1.716763005780347,0.9935897435897436
12.0,1.7595993322203674,0.5,1.282122905027933,0.7451274362818591,1.5043859649122806,1.324
12.0,2.0833333333333335,0.46882494004796166,1.5322376738305943,0.7144846796657381,3.4776119402985075,1.576
12.0,2.2083333333333335,0.7727272727272727,1.3064327485380116,0.9873737373737373,2.5017921146953404,1.4462540716612378
12.0,1.8457223001402525,0.5503292568203199,1.0266544117647058,0.608085808580858,1.815,1.1782477341389728
12.0,2.26890756302521,0.7684049079754601,1.0353460972017674,0.6426666666666667,2.6196319018404908,1.2263374485596708
13.0,2.3225806451612905,0.5376955903271693,1.4201277955271565,0.7357664233576642,3.0785714285714287,1.936046511627907
13.0,1.7111984282907662,0.6266447368421053,0.9697766097240473,0.6606334841628959,1.8984375,1.2432432432432432
13.0,,0.6884816753926701,1.3253012048192772,0.584652862362972,,1.3815384615384616
13.0,2.2396166134185305,0.9119373776908023,0.7911479944674965,0.7535545023696683,2.457516339869281,1.2996108949416343
13.0,2.1333333333333333,0.79,1.0316742081447965,0.6954674220963173,3.06993006993007,1.7289719626168225
13.0,2.232608695652174,0.5815347721822542,1.4896449704142012,0.6540962288686606,2.3610108303249095,1.6580459770114941
13.0,1.5518987341772152,0.5844594594594594,1.014657980456026,0.5268456375838926,,
13.0,2.41692789968652,0.536115569823435,1.3896103896103895,0.5960264900662252,2.2594594594594595,2.052941176470588
13.0,1.9,0.7522658610271903,1.1681286549707601,0.9173441734417345,4.135135135135135,1.3879598662207357
13.0,1.7226027397260273,0.48240469208211145,1.3268608414239482,0.6704545454545454,2.5816733067729083,1.5101214574898785
13.0,1.492845786963434,0.700626959247649,1.1540616246498598,0.8021472392638037,2.4375,1.1772151898734178
13.0,1.9408672798948752,0.625,1.4439918533604887,0.8562091503267973,3.3527272727272726,2.256317689530686
13.0,2.1952117863720075,1.091164095371669,0.9883843717001056,0.9006928406466512,2.381294964028777,2.0902255639097747
13.0,2.401114206128134,0.6280701754385964,1.4929328621908127,0.781055900621118,3.2111801242236027,1.7222222222222223
13.0,2.069832402234637,0.9726224783861671,0.9617755856966708,0.7085365853658536,,1.3097643097643097
13.0,1.5232744783306582,0.69,1.307563025210084,0.9596774193548387,2.3658536585365852,1.34375
14.0,2.02037037037037,0.808300395256917,1.2520891364902507,0.7332361516034985,,1.5298804780876494
14.0,2.06601466992665,0.693069306930693,1.3510815307820299,0.6736401673640168,3.6551724137931036,1.2941176470588236
14.0,2.2846715328467155,0.4094488188976378,1.9116465863453815,0.463030303030303,5.077922077922078,2.029535864978903
14.0,1.9287169042769858,0.5041666666666667,1.2831241283124128,0.5258724428399518,2.764705882352941,1.5697329376854599
14.0,2.202797202797203,1.171306209850107,0.6684709066305818,0.7562408223201175,,1.2385964912280703
14.0,1.8511450381679388,,1.2600619195046439,0.6123595505617978,2.716666666666667,1.6209677419354838
14.0,1.4296296296296296,0.616643929058663,1.2078313253012047,0.8184357541899442,2.3268482490272375,1.1445427728613569
14.0,1.517094017094017,0.8393574297188755,1.2862903225806452,1.0,2.4285714285714284,1.5223214285714286
14.0,1.9243697478991597,0.7553017944535073,0.8757062146892656,0.7180500658761528,3.271523178807947,1.3971291866028708
14.0,1.5265017667844523,0.3945578231292517,1.185430463576159,0.6511627906976745,2.35,1.3385093167701863
15.0,1.8125,0.5944444444444444,1.112044817927171,0.5745664739884393,2.8661087866108788,2.1826086956521737
15.0,1.880299251870324,0.6949740034662045,1.3050541516245486,0.723292469352014,2.560693641618497,2.5
15.0,2.3094262295081966,0.7127659574468085,1.4101198402130493,0.6528089887640449,2.701388888888889,2.023880597014925
15.0,1.625615763546798,0.6824324324324325,1.3513513513513513,0.6996587030716723,3.314814814814815,1.9820627802690582
15.0,2.103864734299517,0.6422893481717011,1.5780969479353681,0.7677419354838709,4.381578947368421,2.1901408450704225
15.0,,0.4632086851628468,1.3821656050955413,0.5524296675191815,,1.7765151515151516
15.0,1.8840579710144927,0.7951127819548872,1.1514563106796116,0.7400379506641366,3.1982758620689653,1.5515463917525774
15.0,2.0426439232409384,0.9879518072289156,1.0,0.7471428571428571,3.085308056872038,1.5965417867435159
15.0,1.7617260787992495,0.6701807228915663,1.8135922330097087,0.8264331210191083,3.584795321637427,2.6030150753768844
15.0,1.7098214285714286,0.7021630615640599,1.0677710843373494,0.8118971061093248,2.5157894736842104,1.946058091286307
15.0,1.5476190476190477,0.7113022113022113,0.9853932584269663,0.7377483443708609,1.7024128686327078,1.6221079691516709
15.0,2.409090909090909,0.9357798165137615,1.117557251908397,0.8316498316498316,3.578231292517007,1.9796747967479675
16.0,3.143426294820717,0.6949152542372882,1.5898876404494382,0.7206537890044576,5.203703703703703,2.8653846153846154
16.0,1.6603773584905661,0.9566854990583804,1.121212121212121,0.7048710601719198,4.076271186440678,1.8096885813148789
16.0,2.134715025906736,,1.5815899581589958,0.44054054054054054,2.966292134831461,2.0165289256198347
16.0,2.5142118863049094,0.43623188405797103,1.3603603603603605,0.6301369863013698,3.201117318435754,2.0549450549450547
16.0,1.9882747068676716,0.432258064516129,1.6022099447513811,0.5819295558958653,3.6692913385826773,2.605421686746988
16.0,1.7624633431085044,,1.51528384279476,0.5653266331658291,3.248031496062992,2.7717391304347827
17.0,1.996031746031746,0.8546762589928057,0.7938775510204081,0.6820175438596491,2.166144200626959,1.0561122244488979
17.0,2.13550135501355,0.5028968713789108,1.430722891566265,0.4786407766990291,4.162162162162162,2.5742574257425743
17.0,1.7112676056338028,0.6235595390524968,1.5973597359735974,0.6448979591836734,,2.1684981684981683
17.0,3.403361344537815,0.7396630934150077,1.1732142857142858,0.6085753803596127,,2.114678899082569
17.0,3.0339506172839505,0.6529255319148937,1.6029654036243821,0.5821389195148843,6.0,3.007518796992481
17.0,2.494047619047619,0.43084455324357407,1.3810375670840787,0.499404052443385,4.467948717948718,2.411290322580645
17.0,2.7350993377483444,0.6012461059190031,1.5411764705882354,0.6227848101265823,4.690140845070423,2.93859649122807
17.0,2.323155216284987,0.5807453416149069,1.3843888070692194,0.5373608903020668,4.333333333333333,2.061381074168798
17.0,1.876923076923077,,2.1037037037037036,,4.31496062992126,3.7384615384615385
17.0,2.038772213247173,0.35376344086021505,1.7764390896921018,0.5334728033472803,3.6573208722741435,3.8295081967213114
17.0,1.7899343544857769,,1.325,0.48300720906282185,3.8088235294117645,2.327205882352941
17.0,1.8698347107438016,0.5959752321981424,0.9296116504854369,0.5725699067909454,3.235294117647059,1.7210526315789474
17.0,2.063529411764706,0.5337837837837838,1.5113438045375218,0.6025641025641025,4.735632183908046,2.321167883211679
18.0,1.971502590673575,0.823728813559322,0.9929478138222849,0.7488721804511278,2.7611336032388665,1.63727959697733
18.0,2.3215547703180213,,1.064748201438849,0.5459533607681756,,2.2731481481481484
18.0,2.304733727810651,0.7135506003430532,1.5959183673469388,0.6402877697841727,5.734375,2.9264069264069263
18.0,2.1771561771561774,0.4297297297297297,1.3765323992994747,0.5502450980392157,4.360975609756098,2.204379562043796
18.0,1.6063651591289783,0.8258766626360339,0.8938906752411575,0.7346938775510204,2.501333333333333,1.6292372881355932
18.0,1.9375,0.7285902503293807,0.9398584905660378,0.7149938042131351,2.453257790368272,1.657596371882086
18.0,2.1264367816091956,0.7012089810017271,1.7414965986394557,0.6430921052631579,4.08092485549133,3.2717948717948717
19.0,2.862295081967213,0.4166666666666667,1.658682634730539,0.4887640449438202,7.217391304347826,3.072463768115942
19.0,1.7415966386554622,0.5735294117647058,1.7980769230769231,,3.799043062200957,4.431506849315069
19.0,2.4886649874055418,,1.477832512315271,0.6978021978021978,,2.2218543046357615
2.0,0.8391472868217055,0.766743648960739,0.9508670520231214,0.6522842639593909,,
2.0,0.7399103139013453,0.7590361445783133,0.5547445255474452,0.6409574468085106,,
2.0,0.7218543046357616,0.524731182795699,0.5885416666666666,0.6382978723404256,,
2.0,0.7377777777777778,0.543778801843318,1.214046822742475,0.575682382133995,,
2.0,0.9817850637522769,0.6049618320610687,1.5653206650831355,0.6103896103896104,,
2.0,0.9587155963302753,0.7602739726027398,0.900709219858156,0.4702127659574468,,
2.0,0.7299145299145299,0.7988505747126436,0.5694760820045558,0.612280701754386,,
2.0,0.9083769633507853,0.6538461538461539,0.7352185089974294,0.5890736342042755,,
2.0,0.885143570536829,0.8987688098495212,0.8709256844850065,0.5966183574879227,,
2.0,0.9638009049773756,0.7824074074074074,1.4692307692307693,0.5837479270315091,,
2.0,0.9119804400977995,0.6118421052631579,0.9,0.6113989637305699,,
2.0,1.2411167512690355,0.8361702127659575,0.9789029535864979,0.49642857142857144,,
2.0,0.8273092369477911,0.7808857808857809,0.7123015873015873,0.6122047244094488,,
2.0,0.7140718562874252,0.7132243684992571,0.6934782608695652,0.4912621359223301,,
2.0,0.9287356321839081,0.6740442655935613,0.6589595375722543,0.51985559566787,,
2.0,1.0134680134680134,0.9904458598726115,0.6675461741424802,0.4859335038363171,,
2.0,0.7180762852404643,0.5382113821138211,1.0979955456570156,0.5858407079646017,,
2.0,0.8742331288343558,0.7515060240963856,0.8755868544600939,0.5660749506903353,,
