age,u1,u2,u3,u4,u5,u6,us1,us2,us3,us4,us5,us6,uss1,uss2,uss3,uss4,uss5,uss6
10.0,0.9910913140311804,0.5457184325108854,0.4108040201005025,0.43771827706635624,0.4300254452926209,0.8303747534516766,0.7714285714285715,0.42105263157894735,0.3931034482758621,0.375366568914956,0.44634146341463415,0.95,1.1173184357541899,0.39285714285714285,0.32510288065843623,0.341948310139165,0.3927893738140417,0.7014925373134329
10.0,1.3717948717948718,0.5909980430528375,0.6172839506172839,0.6378132118451025,0.6651270207852193,1.34640522875817,1.4817073170731707,0.6108949416342413,0.4860557768924303,0.4859437751004016,0.5333333333333333,1.347305389221557,1.8410596026490067,0.5773584905660377,0.33969465648854963,0.7413127413127413,0.3968871595330739,1.1318181818181818
10.0,1.2315270935960592,0.5922953451043339,0.5100154083204931,0.5335515548281505,0.5566343042071198,1.337313432835821,1.2974358974358975,0.5505952380952381,0.848605577689243,0.7443609022556391,0.524390243902439,1.2067307692307692,1.1992337164750957,0.678082191780822,0.4819277108433735,0.44063324538258575,0.6267942583732058,1.2478991596638656
10.0,1.016,0.5232358003442341,0.5281954887218046,0.5255198487712666,0.5423076923076923,1.1993569131832797,1.057591623036649,0.49612403100775193,0.5387755102040817,0.5670498084291188,0.49140893470790376,1.3974358974358974,0.4267515923566879,0.42016806722689076,0.2734375,0.28901734104046245,0.38080495356037153,0.4866666666666667
10.0,0.8094435075885329,0.4733044733044733,0.5266903914590747,0.46153846153846156,0.6799163179916318,0.9885057471264368,0.7400611620795107,0.40782122905027934,0.6623376623376623,0.7045454545454546,0.7612612612612613,1.1758241758241759,0.33185840707964603,0.3037190082644628,0.39285714285714285,0.4364820846905538,0.61003861003861,0.7397260273972602
10.0,0.8764568764568764,0.5365448504983389,0.5602189781021898,0.5768500948766604,0.649895178197065,1.238562091503268,0.926829268292683,0.5464684014869888,0.5217391304347826,0.5661157024793388,0.6462882096069869,0.9653465346534653,1.0305676855895196,0.4353932584269663,0.4274193548387097,0.42565597667638483,0.5759717314487632,0.5985915492957746
10.0,0.9501187648456056,0.42351046698872785,0.43727598566308246,0.46823956442831216,0.5652173913043478,0.9550898203592815,1.047008547008547,0.4220430107526882,0.47368421052631576,0.5132450331125827,0.5604026845637584,1.180232558139535,0.4541984732824427,0.34146341463414637,0.2966751918158568,0.3443526170798898,0.6459854014598541,1.0786516853932584
10.0,1.0893617021276596,0.547144754316069,0.5114503816793893,0.5997375328083989,0.6108786610878661,0.9811764705882353,1.1014492753623188,0.5036855036855037,0.437219730941704,0.5591647331786543,0.5572139303482587,1.242798353909465,0.6840579710144927,0.46593406593406594,0.31123388581952116,0.34011090573012936,0.49464668094218417,0.8263888888888888
10.0,1.3153153153153154,0.6127819548872181,0.6222627737226277,0.6365217391304347,0.6605839416058394,1.2645348837209303,1.3692307692307693,0.6654545454545454,0.7481481481481481,0.6754098360655738,0.656140350877193,1.2849740932642486,0.7663934426229508,0.7700729927007299,0.40853658536585363,0.42857142857142855,0.5896551724137931,0.6943231441048034
11.0,1.0047961630695443,0.6186708860759493,0.5465116279069767,0.5902527075812274,0.695049504950495,1.0879765395894427,1.1273584905660377,0.5173611111111112,0.5932835820895522,0.5793103448275863,0.7241379310344828,1.0833333333333333,1.2046332046332047,0.6403785488958991,0.35054347826086957,0.3463687150837989,0.5993377483443708,1.5632911392405062
11.0,1.2692307692307692,0.7392120075046904,0.6908396946564885,0.6920077972709552,0.8126315789473684,1.2827380952380953,1.0694444444444444,0.629757785467128,0.5298013245033113,0.6679841897233202,0.714859437751004,1.0747126436781609,1.1567796610169492,0.4722222222222222,0.7432432432432432,0.7728813559322034,0.5387323943661971,0.8931623931623932
11.0,0.7648148148148148,0.49728260869565216,0.5515625,0.694017094017094,0.6199616122840691,1.1938775510204083,0.7155425219941349,0.3620253164556962,0.6183745583038869,0.7479674796747967,0.7188755020080321,1.2647058823529411,0.2727272727272727,0.35947712418300654,0.3977272727272727,0.628482972136223,0.6283524904214559,0.45251396648044695
12.0,1.0200445434298442,0.4986413043478261,0.4669260700389105,0.47606382978723405,0.5892053973013494,1.1901234567901235,1.3508771929824561,0.5677749360613811,0.4777227722772277,0.40987654320987654,0.5714285714285714,1.0562770562770563,1.9925925925925927,0.5158562367864693,0.3325301204819277,0.18561484918793503,0.5612535612535613,0.48663101604278075
12.0,1.0257731958762886,0.666,0.5934959349593496,0.6902654867256637,0.7061611374407583,1.2441471571906355,0.9124423963133641,0.6570247933884298,0.7421052631578947,0.872093023255814,0.7272727272727273,1.1314285714285715,0.9737827715355806,0.4676923076923077,0.3422818791946309,0.44404332129963897,0.5277777777777778,1.23
12.0,0.952076677316294,0.42123893805309737,0.3890728476821192,0.3912310286677909,0.5117540687160941,0.7821522309711286,0.9882352941176471,0.48188405797101447,0.43448275862068964,0.4620938628158845,0.4261168384879725,0.6989247311827957,1.08,0.40412979351032446,0.28169014084507044,0.29411764705882354,0.49554896142433236,0.8285714285714286
12.0,1.1846590909090908,0.5388291517323776,0.5214105793450882,0.5403458213256485,0.6006144393241167,0.9460916442048517,1.1814345991561181,0.4872448979591837,0.5013550135501355,0.4943502824858757,0.5382513661202186,1.053811659192825,0.6576923076923077,0.34782608695652173,0.15714285714285714,0.21227621483375958,0.3237410071942446,1.4666666666666666
12.0,0.8093525179856115,0.6803013993541442,0.6818181818181818,0.6896551724137931,0.7195845697329377,0.8680412371134021,0.8379446640316206,0.5088888888888888,0.7,0.631578947368421,0.66996699669967,1.0260416666666667,0.7921348314606742,0.31596091205211724,0.31094049904030713,0.36774193548387096,0.9738805970149254,0.9691780821917808
12.0,0.808,0.4140127388535032,0.4634146341463415,0.3853459972862958,0.4678260869565217,0.7493606138107417,0.8897338403041825,0.4575342465753425,0.43973941368078173,0.3956386292834891,0.4231974921630094,1.0231481481481481,1.6230366492146597,0.3416149068322981,0.3532219570405728,0.273972602739726,0.7208333333333333,0.4427083333333333
12.0,1.0683371298405466,0.5266187050359712,0.5515055467511886,0.5749128919860628,0.6101083032490975,1.1436781609195403,0.95,0.5252525252525253,0.5466237942122186,0.6058394160583942,0.6183745583038869,1.1388888888888888,3.24,0.475,0.31746031746031744,0.4066265060240964,0.6417322834645669,2.1363636363636362
